title,price,sold,location,link
TERMURAH SEINDONESIA Kinder SchokoBons (ecer satuan) Import From Dubai,10.898,,KAB. CIANJUR,https://shopee.co.id/TERMURAH-SEINDONESIA-Kinder-SchokoBons-(ecer-satuan)-Import-From-Dubai-i.287926763.15199095648?sp_atk=0e014174-0a6c-450c-8e3c-aeffa222ddbe&xptdk=0e014174-0a6c-450c-8e3c-aeffa222ddbe
.100rb Paket Request Bebas pilih Snack import mix eceran - pack sesuai budget ( ds bgr ),110.000,7 Terjual,KOTA BOGOR,https://shopee.co.id/.100rb-Paket-Request-Bebas-pilih-Snack-import-mix-eceran-pack-sesuai-budget-(-ds-bgr-)-i.10976441.22073082734?sp_atk=1bf04669-b287-4333-807a-02aba03e7b1c&xptdk=1bf04669-b287-4333-807a-02aba03e7b1c
[MURAH] TATAWA COOKIES 120G/ BISKUIT IMPORT HALAL TATAWA MALAYSIA/TIRAMISU CAPPUCINO CHOCOLATE STRAWBERRY,15.700,"2,6RB Terjual",KOTA MEDAN,https://shopee.co.id/-MURAH-TATAWA-COOKIES-120G-BISKUIT-IMPORT-HALAL-TATAWA-MALAYSIA-TIRAMISU-CAPPUCINO-CHOCOLATE-STRAWBERRY-i.279856696.3158331165?sp_atk=5250cb78-b932-4ed0-b43f-8c9288b6bd8c&xptdk=5250cb78-b932-4ed0-b43f-8c9288b6bd8c
Coklat Turkey Evliya Coklat Arab 250gr Coklat Arab Evliya Cemilan Import Khas Turkey,17.000,12 Terjual,KOTA SURABAYA,https://shopee.co.id/Coklat-Turkey-Evliya-Coklat-Arab-250gr-Coklat-Arab-Evliya-Cemilan-Import-Khas-Turkey-i.125368431.24955416417?sp_atk=6bbe8e4f-c143-4254-a8e0-99fb2d6a909e&xptdk=6bbe8e4f-c143-4254-a8e0-99fb2d6a909e
[Snack Import] O'Rice Krekers Beras Manis,1.960,197 Terjual,KAB. BOGOR,https://shopee.co.id/-Snack-Import-O'Rice-Krekers-Beras-Manis-i.508739039.18580782691?sp_atk=c34a25d7-3066-4a1c-9518-404d13b0322e&xptdk=c34a25d7-3066-4a1c-9518-404d13b0322e
Coklat Alessio Creme 200g bag cokelat Malaysia Halal chocolate import truffle durian matcha strawberry hazelnut enak,31.900,2RB Terjual,KOTA TANJUNG PINANG,https://shopee.co.id/Coklat-Alessio-Creme-200g-bag-cokelat-Malaysia-Halal-chocolate-import-truffle-durian-matcha-strawberry-hazelnut-enak-i.1774804.2162443283?sp_atk=f11cac32-fe7d-4914-8345-3351d8602692&xptdk=f11cac32-fe7d-4914-8345-3351d8602692
Jajan Snack Import Ecer Huijia Salted Egg Yolk Snack Taiwan PER PCS,1.493,236 Terjual,KOTA TANGERANG,https://shopee.co.id/Jajan-Snack-Import-Ecer-Huijia-Salted-Egg-Yolk-Snack-Taiwan-PER-PCS-i.286175564.23742996425?sp_atk=1a225cdd-147e-427c-bea2-6a2a4daab9a0&xptdk=1a225cdd-147e-427c-bea2-6a2a4daab9a0
Beryl's Tiramisu Almond Box Chocolate 65g beryls coklat cokelat Malaysia Import,58.000,1 Terjual,KOTA PEKANBARU,https://shopee.co.id/Beryl's-Tiramisu-Almond-Box-Chocolate-65g-beryls-coklat-cokelat-Malaysia-Import-i.11452830.18668782579?sp_atk=2c90920f-6d20-445b-9f9c-708a4019bda1&xptdk=2c90920f-6d20-445b-9f9c-708a4019bda1
My Bizcuit - Mini Gift Pack 120gr & 96gr / Belgium Choco / Melting Almond / Kukis Cokelat Leleh / Almond Lembut / Mybizcuit / Snack Import Malaysia,18.000,320 Terjual,KAB. TANGERANG,https://shopee.co.id/My-Bizcuit-Mini-Gift-Pack-120gr-96gr-Belgium-Choco-Melting-Almond-Kukis-Cokelat-Leleh-Almond-Lembut-Mybizcuit-Snack-Import-Malaysia-i.242576481.5825389153?sp_atk=6bc5ba66-76ef-4462-ba84-8c95dbad48c7&xptdk=6bc5ba66-76ef-4462-ba84-8c95dbad48c7
KitKat Japan Mini Strawberry Amaou Bag / coklat jepang / snack impor / cemilan,74.000,67 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/KitKat-Japan-Mini-Strawberry-Amaou-Bag-coklat-jepang-snack-impor-cemilan-i.326547911.21548958358?sp_atk=aa373bb3-0537-424a-9b0f-7faba49ae362&xptdk=aa373bb3-0537-424a-9b0f-7faba49ae362
Samjin Pretzel Korean Snack Import Halal 85gr,16.750,373 Terjual,KOTA BOGOR,https://shopee.co.id/Samjin-Pretzel-Korean-Snack-Import-Halal-85gr-i.1035445272.23253419213?sp_atk=7d7618ba-7696-4fe1-b16c-55ccc0bda629&xptdk=7d7618ba-7696-4fe1-b16c-55ccc0bda629
Cadbury delight Dairy Milk Coklat cadburry coated delight Dairy Milk Snack Import double delight  Coklat Import Original Snack Korea exp 2024,20.150,993 Terjual,KAB. GRESIK,https://shopee.co.id/Cadbury-delight-Dairy-Milk-Coklat-cadburry-coated-delight-Dairy-Milk-Snack-Import-double-delight-Coklat-Import-Original-Snack-Korea-exp-2024-i.233526355.6663155187?sp_atk=e6912952-e691-48a6-b4b6-954d95006c04&xptdk=e6912952-e691-48a6-b4b6-954d95006c04
Kabaya Petit Pastel Chocolate Snack 45gr / cemilan impor / snack jepang,34.500,313 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/Kabaya-Petit-Pastel-Chocolate-Snack-45gr-cemilan-impor-snack-jepang-i.326547911.3272121560?sp_atk=ba097475-6425-4be9-b549-88d746a2fa6b&xptdk=ba097475-6425-4be9-b549-88d746a2fa6b
Bernique Coklat Almond tiramisu 250g chocolate import halal Malaysia,49.000,675 Terjual,KOTA TANJUNG PINANG,https://shopee.co.id/Bernique-Coklat-Almond-tiramisu-250g-chocolate-import-halal-Malaysia-i.1774804.390898453?sp_atk=3653bed2-0e33-4f32-a00a-922dd2da8c60&xptdk=3653bed2-0e33-4f32-a00a-922dd2da8c60
Alfredo Almond Tiramisu Chocolate box 180g isi almond utuh import coklat cokelat enak,65.000,341 Terjual,KOTA TANJUNG PINANG,https://shopee.co.id/Alfredo-Almond-Tiramisu-Chocolate-box-180g-isi-almond-utuh-import-coklat-cokelat-enak-i.1774804.84157724?sp_atk=591504c8-c133-43a3-8450-cdb852b2ec44&xptdk=591504c8-c133-43a3-8450-cdb852b2ec44
.Snack import | sepack munchy's lexus biscuit import lexus 190 gr cookies choco chip coklat drizzle (ds bgr),27.000,15 Terjual,KOTA BOGOR,https://shopee.co.id/.Snack-import-sepack-munchy's-lexus-biscuit-import-lexus-190-gr-cookies-choco-chip-coklat-drizzle-(ds-bgr)-i.10976441.13698252735?sp_atk=d6ed4b44-5523-43ca-811c-f8bb9ecac694&xptdk=d6ed4b44-5523-43ca-811c-f8bb9ecac694
Snack Ecer Import Halal,34.890,8 Terjual,KOTA PALEMBANG,https://shopee.co.id/Snack-Ecer-Import-Halal-i.22184834.22856686624?sp_atk=bb66e301-5106-4820-b2b2-29f461d810ee&xptdk=bb66e301-5106-4820-b2b2-29f461d810ee
Naraya Narabis Nougat Cookies 1 pcs / Green Pea / Cheese / Snack Import,1.692,473 Terjual,KAB. LUMAJANG,https://shopee.co.id/Naraya-Narabis-Nougat-Cookies-1-pcs-Green-Pea-Cheese-Snack-Import-i.763717536.13399793843?sp_atk=c2bbe41d-ffec-4457-bf6d-88b54905fbc4&xptdk=c2bbe41d-ffec-4457-bf6d-88b54905fbc4
Snack Import Request 1kg,117.720,885 Terjual,KAB. BEKASI,https://shopee.co.id/Snack-Import-Request-1kg-i.40000338.23008393664?sp_atk=89993182-6eba-4def-abca-3bada819352a&xptdk=89993182-6eba-4def-abca-3bada819352a
Albatal Maamoul 16pcs 304gr / biskuit kurma / oleh oleh / biskuit import / jajanan import,45.000,52 Terjual,KOTA MAKASSAR,https://shopee.co.id/Albatal-Maamoul-16pcs-304gr-biskuit-kurma-oleh-oleh-biskuit-import-jajanan-import-i.140965810.18846348946?sp_atk=a8a5d4bf-31e3-4400-9218-ec3b651076f2&xptdk=a8a5d4bf-31e3-4400-9218-ec3b651076f2
OVALTINE SNACK IMPORT,57.700,,KOTA SURAKARTA (SOLO),https://shopee.co.id/OVALTINE-SNACK-IMPORT-i.348237691.24558396641?sp_atk=c0c798d6-8150-4ff4-9c24-46f5934be477&xptdk=c0c798d6-8150-4ff4-9c24-46f5934be477
MyBizcuit Peanut Crunchy Bar / Choco Peanut Crunchy Bar / Golden Cheese Tart 280 Gram My Bizcuit / Biskuit / Snack Import Malaysia / Halal,50.000,,KAB. TANGERANG,https://shopee.co.id/MyBizcuit-Peanut-Crunchy-Bar-Choco-Peanut-Crunchy-Bar-Golden-Cheese-Tart-280-Gram-My-Bizcuit-Biskuit-Snack-Import-Malaysia-Halal-i.1107410661.25008411428?sp_atk=a0970cf7-09b4-48cf-93de-962ab88546c7&xptdk=a0970cf7-09b4-48cf-93de-962ab88546c7
CemilanBintan (Alessio Assorted Yogurt & Manggo fruit 150gr,26.000,54 Terjual,KOTA TANJUNG PINANG,https://shopee.co.id/CemilanBintan-(Alessio-Assorted-Yogurt-Manggo-fruit-150gr-i.10134316.23607542592?sp_atk=582d4e0b-8bb0-4040-8174-c62b2b1f6279&xptdk=582d4e0b-8bb0-4040-8174-c62b2b1f6279
MONSTA YAM COOKIES 700 GR BISKUIT KELADI TALAS IMPORT MALAYSIA,54.500,84 Terjual,KOTA MEDAN,https://shopee.co.id/MONSTA-YAM-COOKIES-700-GR-BISKUIT-KELADI-TALAS-IMPORT-MALAYSIA-i.18101647.23835130888?sp_atk=f2f153e8-7161-4cbd-b17e-dee3a8ee1bba&xptdk=f2f153e8-7161-4cbd-b17e-dee3a8ee1bba
Beryl's Tiramisu Almond Box Chocolate 65g beryls coklat cokelat Malaysia Import,33.000,"4,1RB Terjual",KOTA TANJUNG PINANG,https://shopee.co.id/Beryl's-Tiramisu-Almond-Box-Chocolate-65g-beryls-coklat-cokelat-Malaysia-Import-i.1774804.16749733?sp_atk=b9b1b588-eb2f-4617-9e20-0f3876684a7f&xptdk=b9b1b588-eb2f-4617-9e20-0f3876684a7f
✔MURAH Tatawa Cookies Import dengan Macam2 Varian Isian / Bekal Sekolah / Snack Import,19.283,323 Terjual,KOTA SURABAYA,https://shopee.co.id/✔MURAH-Tatawa-Cookies-Import-dengan-Macam2-Varian-Isian-Bekal-Sekolah-Snack-Import-i.121256487.10856980590?sp_atk=e1c0d3a2-d9c1-416e-a269-ff61345590d6&xptdk=e1c0d3a2-d9c1-416e-a269-ff61345590d6
Hershey's Nuggets Chocolate Import Viral - Netto 28 gr,15.850,450 Terjual,KOTA BANDUNG,https://shopee.co.id/Hershey's-Nuggets-Chocolate-Import-Viral-Netto-28-gr-i.1521932.23523170503?sp_atk=96ee77b1-2584-4339-8c00-44ae76c66340&xptdk=96ee77b1-2584-4339-8c00-44ae76c66340
Almond Meiji Matcha Chocolate Cokelat Matcha Original Jepang Japan Impor Import 100% Ori,65.000,,KOTA JAKARTA UTARA,https://shopee.co.id/Almond-Meiji-Matcha-Chocolate-Cokelat-Matcha-Original-Jepang-Japan-Impor-Import-100-Ori-i.14896835.25906231600?sp_atk=bad9f91d-c378-4b3e-a99c-e196a22acce5&xptdk=bad9f91d-c378-4b3e-a99c-e196a22acce5
Cookies Keladi kaleng original | Kue Enak | Cemilan Keluarga | Makanan Santai | Makanan import,55.000,6 Terjual,KOTA TANJUNG BALAI,https://shopee.co.id/Cookies-Keladi-kaleng-original-Kue-Enak-Cemilan-Keluarga-Makanan-Santai-Makanan-import-i.827870859.21132012568?sp_atk=d4394892-a1e5-4c19-ae9e-69b42270c779&xptdk=d4394892-a1e5-4c19-ae9e-69b42270c779
.Snack Import | Eceran Mochi Royal Family mochi taiwan halal ( ds bgr ),6.000,83 Terjual,KOTA BOGOR,https://shopee.co.id/.Snack-Import-Eceran-Mochi-Royal-Family-mochi-taiwan-halal-(-ds-bgr-)-i.10976441.16195374288?sp_atk=d9b83ef6-169e-4a4f-b7b6-152c77257a8d&xptdk=d9b83ef6-169e-4a4f-b7b6-152c77257a8d
Almond kurma lapis coklat Bin afif,50.000,803 Terjual,KOTA JAKARTA TIMUR,https://shopee.co.id/Almond-kurma-lapis-coklat-Bin-afif-i.105944383.19327534508?sp_atk=f320b427-be8a-4f6e-b80c-d524af30417b&xptdk=f320b427-be8a-4f6e-b80c-d524af30417b
TWIX dan BOUNTY coklat Import Arab,19.500,"1,7RB Terjual",KOTA DEPOK,https://shopee.co.id/TWIX-dan-BOUNTY-coklat-Import-Arab-i.9023327.2502843410?sp_atk=d7b05c60-0623-462c-b089-49ceef9a2b79&xptdk=d7b05c60-0623-462c-b089-49ceef9a2b79
Alfredo Bulk Pack Chocolate 200g milk almond tiramisu coklat import premium,64.000,"2,6RB Terjual",KOTA TANJUNG PINANG,https://shopee.co.id/Alfredo-Bulk-Pack-Chocolate-200g-milk-almond-tiramisu-coklat-import-premium-i.1774804.721852025?sp_atk=4c84de93-a98e-4176-8f71-7a9eb6d85a7d&xptdk=4c84de93-a98e-4176-8f71-7a9eb6d85a7d
[Snack Import] Bourbon Alfort Mini Rasa Ubi [Ecer per Sachet],7.000,12 Terjual,KAB. BOGOR,https://shopee.co.id/-Snack-Import-Bourbon-Alfort-Mini-Rasa-Ubi-Ecer-per-Sachet--i.508739039.23677991212?sp_atk=b5113e87-b970-44b4-8ba6-af8136a54b66&xptdk=b5113e87-b970-44b4-8ba6-af8136a54b66
Alfredo Coklat IMPORT rasa ALMOND / HAZELNUT / ASSORTMENT 100gr ( NEW PRODUCT ),54.900,9 Terjual,KOTA MEDAN,https://shopee.co.id/Alfredo-Coklat-IMPORT-rasa-ALMOND-HAZELNUT-ASSORTMENT-100gr-(-NEW-PRODUCT-)-i.179057278.2935223931?sp_atk=aca3239a-b9de-4b9a-9e5f-c253554b984a&xptdk=aca3239a-b9de-4b9a-9e5f-c253554b984a
SNACK IMPORT by REQUEST,55.777,115 Terjual,KAB. BANDUNG,https://shopee.co.id/SNACK-IMPORT-by-REQUEST-i.5777365.23903493161?sp_atk=9d8f6bd8-dc17-4abd-96b7-fd3a43b3b43a&xptdk=9d8f6bd8-dc17-4abd-96b7-fd3a43b3b43a
PEPPERIDGE FARM GOLDFISH BAKED SNACK CRACKERS 187GR SNAK KRAKERS IKAN IMPORT,98.000,106 Terjual,KOTA MEDAN,https://shopee.co.id/PEPPERIDGE-FARM-GOLDFISH-BAKED-SNACK-CRACKERS-187GR-SNAK-KRAKERS-IKAN-IMPORT-i.80656696.20140110138?sp_atk=7fabfe3a-e730-4aa8-8b43-a24c8752c67a&xptdk=7fabfe3a-e730-4aa8-8b43-a24c8752c67a
".Snack Import I Eceran Franzzi Cookie Dark Chocolate, Cheese Chocolate, banyak rasa (ds bgr)",4.000,82 Terjual,KOTA BOGOR,https://shopee.co.id/.Snack-Import-I-Eceran-Franzzi-Cookie-Dark-Chocolate-Cheese-Chocolate-banyak-rasa-(ds-bgr)-i.10976441.22874465604?sp_atk=ea575d7c-4a96-48c5-926c-9e827eecf14b&xptdk=ea575d7c-4a96-48c5-926c-9e827eecf14b
Coklat Turki Altat Altalita 2 kg/ Import Turkey / Premium / Coklat Arab / Oleh Oleh Haji BPOM Resmi Exp Maret 2024,135.000,69 Terjual,KOTA SURABAYA,https://shopee.co.id/Coklat-Turki-Altat-Altalita-2-kg-Import-Turkey-Premium-Coklat-Arab-Oleh-Oleh-Haji-BPOM-Resmi-Exp-Maret-2024-i.334853849.5463312151?sp_atk=c1043869-5071-464e-9d85-85a18fcd92cc&xptdk=c1043869-5071-464e-9d85-85a18fcd92cc
Naraya Sweet Almond / Hazelnut Chocolate 200g Coklat Import Malaysia cokelat,46.000,29 Terjual,KOTA TANJUNG PINANG,https://shopee.co.id/Naraya-Sweet-Almond-Hazelnut-Chocolate-200g-Coklat-Import-Malaysia-cokelat-i.1774804.13398203145?sp_atk=d4205f2b-4886-4d6d-aff9-d4cbd4bb4dd6&xptdk=d4205f2b-4886-4d6d-aff9-d4cbd4bb4dd6
Golden Khaini Import From India FRESH,400.000,36 Terjual,KOTA TANGERANG,https://shopee.co.id/Golden-Khaini-Import-From-India-FRESH-i.259414731.22232340458?sp_atk=a2264e41-b55e-442e-b3b9-66853954f30c&xptdk=a2264e41-b55e-442e-b3b9-66853954f30c
[Snack Import] Want - Want Krekers Beras Rasa Original (Shelly Senbei Original),2.000,10 Terjual,KAB. BOGOR,https://shopee.co.id/-Snack-Import-Want-Want-Krekers-Beras-Rasa-Original-(Shelly-Senbei-Original)-i.508739039.23755928249?sp_atk=67b1356b-db45-4d88-b575-92b47bd02067&xptdk=67b1356b-db45-4d88-b575-92b47bd02067
Bourbon Chocoliere Cemilan Biskuit dengan Coklat Import 1 Pouch,39.999,4 Terjual,KOTA BANDUNG,https://shopee.co.id/Bourbon-Chocoliere-Cemilan-Biskuit-dengan-Coklat-Import-1-Pouch-i.452024.19282440469?sp_atk=45260f82-7050-4782-bd00-98cc4505b915&xptdk=45260f82-7050-4782-bd00-98cc4505b915
.Snack Import Royal Family Mochi Taiwan 120 gr aneka rasa ( ds bgr ),50.000,6 Terjual,KOTA BOGOR,https://shopee.co.id/.Snack-Import-Royal-Family-Mochi-Taiwan-120-gr-aneka-rasa-(-ds-bgr-)-i.10976441.23249324233?sp_atk=f93123f3-9442-49a6-a203-7c5e447b6750&xptdk=f93123f3-9442-49a6-a203-7c5e447b6750
BOURBON Alfort Japan Chocolate Jepang Import green tea Bourboun Borbon Japan miyabi matcha miyabimatcha,45.000,,KOTA JAKARTA UTARA,https://shopee.co.id/BOURBON-Alfort-Japan-Chocolate-Jepang-Import-green-tea-Bourboun-Borbon-Japan-miyabi-matcha-miyabimatcha-i.14896835.22288028262?sp_atk=28d83f26-7cf2-434d-814b-cf5525d49c16&xptdk=28d83f26-7cf2-434d-814b-cf5525d49c16
My Bizcuit Value Pack 280G Peanut Crunchy Golden Cheese Tart Choco Peanut Snack Import Malaysia,54.000,,KOTA PEKANBARU,https://shopee.co.id/My-Bizcuit-Value-Pack-280G-Peanut-Crunchy-Golden-Cheese-Tart-Choco-Peanut-Snack-Import-Malaysia-i.224892085.22369299222?sp_atk=000cee57-3cad-4643-887d-ac87341c9f5c&xptdk=000cee57-3cad-4643-887d-ac87341c9f5c
WANT WANT SHELLY SENBEI IMPORT 400G,125.000,,KAB. MALANG,https://shopee.co.id/WANT-WANT-SHELLY-SENBEI-IMPORT-400G-i.59066728.22374126222?sp_atk=185cc8f0-f829-4381-9f44-6d5542bdd5b1&xptdk=185cc8f0-f829-4381-9f44-6d5542bdd5b1
SNACK IMPORT MURAH! NARABALL BOLA COKELAT LUMER NARABIS NOUGAT CRISPY COKELAT NARAYA MURAH,33.800,,KAB. BANDUNG,https://shopee.co.id/SNACK-IMPORT-MURAH!-NARABALL-BOLA-COKELAT-LUMER-NARABIS-NOUGAT-CRISPY-COKELAT-NARAYA-MURAH-i.8617989.21394301737?sp_atk=95d5fda4-76f4-444c-9123-00eebee0ecae&xptdk=95d5fda4-76f4-444c-9123-00eebee0ecae
Loacker Wafer 45gr Impor Austria,16.000,31 Terjual,KOTA MEDAN,https://shopee.co.id/Loacker-Wafer-45gr-Impor-Austria-i.396655447.23648102460?sp_atk=803d4792-186d-4abf-8f12-de889befcb66&xptdk=803d4792-186d-4abf-8f12-de889befcb66
Jack n jill nips coklat import malaysia,13.000,,KOTA TANGERANG,https://shopee.co.id/Jack-n-jill-nips-coklat-import-malaysia-i.528859545.22451714158?sp_atk=eaad96d1-7040-4e37-9f5a-a387ad099a4c&xptdk=eaad96d1-7040-4e37-9f5a-a387ad099a4c
[Terkece Se-RI] Kunafa / Kunefe Turkey Import & Home Made,84.000,,KOTA DEPOK,https://shopee.co.id/-Terkece-Se-RI-Kunafa-Kunefe-Turkey-Import-Home-Made-i.186932046.9313654766?sp_atk=79e3e828-eb99-43d7-912b-a25f1e426a90&xptdk=79e3e828-eb99-43d7-912b-a25f1e426a90
ALFREDO coklat IMPORT ALMOND DARK / HAZELNUT / ALMOND MILK / ASSORTMENT 280gr,119.900,4 Terjual,KOTA MEDAN,https://shopee.co.id/ALFREDO-coklat-IMPORT-ALMOND-DARK-HAZELNUT-ALMOND-MILK-ASSORTMENT-280gr-i.179057278.7655734510?sp_atk=76b95222-bdde-4188-bc86-e6a9d3328c2a&xptdk=76b95222-bdde-4188-bc86-e6a9d3328c2a
[CAMILAN SNACK IMPORT ECER] KABAYA ALMOND CHOCOLATE / COKELAT JEPANG ECER NOT LOKAL KILOAN,7.300,1 Terjual,KOTA SURAKARTA (SOLO),https://shopee.co.id/-CAMILAN-SNACK-IMPORT-ECER-KABAYA-ALMOND-CHOCOLATE-COKELAT-JEPANG-ECER-NOT-LOKAL-KILOAN-i.232100064.18795015179?sp_atk=467416f6-7579-42b6-91c9-1702ad575b27&xptdk=467416f6-7579-42b6-91c9-1702ad575b27
SNACK GO / 干吃汤圆糯米糍粑 Mochi RuoMiCiBa Import 20 G / SNACK HALAL,8.500,154 Terjual,KOTA JAKARTA BARAT,https://shopee.co.id/SNACK-GO-干吃汤圆糯米糍粑-Mochi-RuoMiCiBa-Import-20-G-SNACK-HALAL-i.893708284.18269191595?sp_atk=0ff66f3b-938a-4999-8a2f-1aa49e934b1c&xptdk=0ff66f3b-938a-4999-8a2f-1aa49e934b1c
Korea LatiaoSayuran Vegetarian Tendon Makanan Ringan Impor Produk Kedelai Makanan Pedas (Cemilan Snack VIRAL) la tiao,15.000,13 Terjual,KAB. GRESIK,https://shopee.co.id/Korea-LatiaoSayuran-Vegetarian-Tendon-Makanan-Ringan-Impor-Produk-Kedelai-Makanan-Pedas-(Cemilan-Snack-VIRAL)-la-tiao-i.1021019937.25853385333?sp_atk=e62c6c07-ddc9-4f73-93a0-8dbb3a440e13&xptdk=e62c6c07-ddc9-4f73-93a0-8dbb3a440e13
[HALAL] JING FENG Latiao Gluten 20g Sayuran Vegetarian Tendon Makanan Ringan Impor Produk Kedelai Makanan Pedas (Cemilan Snack VIRAL) la tiao,6.300,"1,4RB Terjual",KAB. GRESIK,https://shopee.co.id/-HALAL-JING-FENG-Latiao-Gluten-20g-Sayuran-Vegetarian-Tendon-Makanan-Ringan-Impor-Produk-Kedelai-Makanan-Pedas-(Cemilan-Snack-VIRAL)-la-tiao-i.1021019937.20284041636?sp_atk=e924835c-15b0-421a-b3e5-0ab4d77af5d3&xptdk=e924835c-15b0-421a-b3e5-0ab4d77af5d3
COKLAT LUMER CRUNCHY & MELTY COOKIES 25 VARIAN RASA COKELAT  by snack lab choco jar cemilan manis choco crunchy makanan sereal anak nyam nyam jajanan biskuit wafer reseller camilan murah,9.999,10RB+ Terjual,KOTA TANGERANG,https://shopee.co.id/COKLAT-LUMER-CRUNCHY-MELTY-COOKIES-25-VARIAN-RASA-COKELAT-by-snack-lab-choco-jar-cemilan-manis-choco-crunchy-makanan-sereal-anak-nyam-nyam-jajanan-biskuit-wafer-reseller-camilan-murah-i.298714326.6960484652?sp_atk=3f66edf7-3be6-4221-ae60-4dd6fcf92ef4&xptdk=3f66edf7-3be6-4221-ae60-4dd6fcf92ef4
Yee Hup Hong Piah Oats / biskuit vegan / biskuit impor / vegetarian / makanan vegetarian / biskuit diet / makanan ringan,58.995,,KOTA BINJAI,https://shopee.co.id/Yee-Hup-Hong-Piah-Oats-biskuit-vegan-biskuit-impor-vegetarian-makanan-vegetarian-biskuit-diet-makanan-ringan-i.46834493.18282634735?sp_atk=34c55ff5-faf1-4638-aab0-7d34a4d50b8e&xptdk=34c55ff5-faf1-4638-aab0-7d34a4d50b8e
(HALAL) 1PCS 比比赞 爆浆麻薯 Bibizan Snow Mochi Import,33.000,374 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/(HALAL)-1PCS-比比赞-爆浆麻薯-Bibizan-Snow-Mochi-Import-i.26670063.22537243691?sp_atk=0592501a-b7d4-41c5-a5e5-04d6753ca01c&xptdk=0592501a-b7d4-41c5-a5e5-04d6753ca01c
(HALAL) 1PCS 比比赞 爆浆麻薯 Bibizan Snow Mochi Import,14.999,"1,2RB Terjual",KOTA JAKARTA BARAT,https://shopee.co.id/(HALAL)-1PCS-比比赞-爆浆麻薯-Bibizan-Snow-Mochi-Import-i.295571.14095978893?sp_atk=05d5424a-ddc8-49a3-a5ba-558f4c1f3dca&xptdk=05d5424a-ddc8-49a3-a5ba-558f4c1f3dca
[HALAL] Coklat Stroberi Tonys 60g / TE YI SHI Zheng Li Cao Mei Yo / 特怡诗 整粒草莓哟 夹心巧克力 网红零食 / Tonys Chocolate Strawberry Import,21.500,655 Terjual,KAB. KARIMUN,https://shopee.co.id/-HALAL-Coklat-Stroberi-Tonys-60g-TE-YI-SHI-Zheng-Li-Cao-Mei-Yo-特怡诗-整粒草莓哟-夹心巧克力-网红零食-Tonys-Chocolate-Strawberry-Import-i.161842355.20582650858?sp_atk=9c3a779f-d723-4b7c-b861-d9e01a62917d&xptdk=9c3a779f-d723-4b7c-b861-d9e01a62917d
[ HALAL ] MOCHI TAIWAN ISI 180GR JUMBO / MOCHI / MOCHI IMPORT,24.900,82 Terjual,KOTA JAKARTA UTARA,https://shopee.co.id/-HALAL-MOCHI-TAIWAN-ISI-180GR-JUMBO-MOCHI-MOCHI-IMPORT-i.221423324.22262481476?sp_atk=ffb55077-0f8d-426f-830b-884080458595&xptdk=ffb55077-0f8d-426f-830b-884080458595
CemilanBintan (Ailisha coklat valentine love)100gram,50.000,37 Terjual,KOTA TANJUNG PINANG,https://shopee.co.id/CemilanBintan-(Ailisha-coklat-valentine-love)100gram-i.10134316.24608953438?sp_atk=d390c26f-6851-46bf-864a-afe87a68b5b4&xptdk=d390c26f-6851-46bf-864a-afe87a68b5b4
mochi import malaysia isi 12 (180g),40.000,16 Terjual,KOTA SINGKAWANG,https://shopee.co.id/mochi-import-malaysia-isi-12-(180g)-i.34815318.18769045666?sp_atk=0e67814d-f662-4921-ab5c-49461a2f2a63&xptdk=0e67814d-f662-4921-ab5c-49461a2f2a63
NUTELLA BISCUITS COKLAT COKELAT CHOCOLATE NUTELLA BISKUIT BISCUIT BISCUITS CRUNCHY BISCUITS WITH A CREAMY HEART OF NUTELLA SNACK MAKANAN MINUMAN IMPOR IMPORT MALAYSIA TERENAK BEST SELLER,79.800,27 Terjual,KOTA PONTIANAK,https://shopee.co.id/NUTELLA-BISCUITS-COKLAT-COKELAT-CHOCOLATE-NUTELLA-BISKUIT-BISCUIT-BISCUITS-CRUNCHY-BISCUITS-WITH-A-CREAMY-HEART-OF-NUTELLA-SNACK-MAKANAN-MINUMAN-IMPOR-IMPORT-MALAYSIA-TERENAK-BEST-SELLER-i.34546648.21088374635?sp_atk=0a4069c8-80b8-4633-aba4-36e6d251c110&xptdk=0a4069c8-80b8-4633-aba4-36e6d251c110
Coklat Beryls Beryl's Chocolate Almond Malaysia,130.000,56 Terjual,KOTA MEDAN,https://shopee.co.id/Coklat-Beryls-Beryl's-Chocolate-Almond-Malaysia-i.29407233.22388077884?sp_atk=9fa4821f-7a81-4a56-b130-d6cd68406628&xptdk=9fa4821f-7a81-4a56-b130-d6cd68406628
BERYLS BERYL’S ASSORTED ALMOND RAISIN CRUNCHY COKLAT CHOCOLATE MALAYSIA SNACK MAKANAN RINGAN CEMILAN IMPOR MALAYSIA,139.900,,KOTA JAKARTA UTARA,https://shopee.co.id/BERYLS-BERYL’S-ASSORTED-ALMOND-RAISIN-CRUNCHY-COKLAT-CHOCOLATE-MALAYSIA-SNACK-MAKANAN-RINGAN-CEMILAN-IMPOR-MALAYSIA-i.4526702.25010539712?sp_atk=46646658-8b41-41e1-a60e-c911d84b7e4f&xptdk=46646658-8b41-41e1-a60e-c911d84b7e4f
